,lemma,frequency
15246,царевна,15246
15247,хакамада,15247
15248,яко,15248
15249,репродуктивный,15249
15250,булавка,15250
15251,говаривать,15251
15252,наем,15252
15253,загадочно,15253
15254,радиоприемник,15254
15255,рассекать,15255
15256,комод,15256
15257,космополит,15257
15258,облить,15258
15259,проводка,15259
15260,переступать,15260
15261,временами,15261
15262,вселять,15262
15263,чернеть,15263
15264,лавров,15264
15265,переговорный,15265
15266,сплюнуть,15266
15267,пыхтеть,15267
15268,апеллировать,15268
15269,заправлять,15269
15270,сценический,15270
15271,творчески,15271
15272,обоюдный,15272
15273,точить,15273
15274,американка,15274
15275,лингвист,15275
15276,структурировать,15276
15277,шибко,15277
15278,созидание,15278
15279,бледнеть,15279
15280,сингапур,15280
15281,кульминация,15281
15282,таймс,15282
15283,воодушевление,15283
15284,повинность,15284
15285,спазм,15285
15286,мести,15286
15287,сторожевой,15287
15288,глубинка,15288
15289,презрительный,15289
15290,немецко,15290
15291,затишье,15291
15292,насчитать,15292
15293,изголовье,15293
15294,пресечение,15294
15295,мумия,15295
15296,щекотать,15296
15297,фантом,15297
15298,движущий,15298
15299,жданов,15299
15300,тюльпан,15300
15301,усик,15301
15302,отвалиться,15302
15303,тр,15303
15304,киловатт,15304
15305,тревожиться,15305
15306,ветчина,15306
15307,янтарный,15307
15308,неуклюже,15308
15309,собственноручно,15309
15310,баг,15310
15311,разоблачить,15311
15312,радар,15312
15313,доминик,15313
15314,неподвижность,15314
15315,ввысь,15315
15316,хлопец,15316
15317,пересесть,15317
15318,реалистичный,15318
15319,рукопожатие,15319
15320,порядочность,15320
15321,атеизм,15321
15322,вязкий,15322
15323,балканы,15323
15324,инвалидность,15324
15325,бриться,15325
15326,империалистический,15326
15327,сваливать,15327
15328,спонтанно,15328
15329,столбец,15329
15330,плесень,15330
15331,непристойный,15331
15332,награждать,15332
15333,юый,15333
15334,свиданье,15334
15335,айсберг,15335
15336,распятие,15336
15337,летательный,15337
15338,дот,15338
15339,надавить,15339
15340,кластер,15340
15341,кброждение,15341
15342,художница,15342
15343,блиндаж,15343
15344,капитализация,15344
15345,кретин,15345
15346,замахать,15346
15347,самоуверенный,15347
15348,вавилонский,15348
15349,фобия,15349
15350,пристанище,15350
15351,мегафон,15351
15352,слепота,15352
15353,производный,15353
15354,усматривать,15354
15355,утомлять,15355
15356,розанов,15356
15357,беспечный,15357
15358,росс,15358
15359,отведать,15359
15360,консоль,15360
15361,венчурный,15361
15362,отвесный,15362
15363,сыночек,15363
15364,моргать,15364
15365,мизинец,15365
15366,выучиться,15366
15367,каторга,15367
15368,троицкий,15368
15369,транзакция,15369
15370,скатываться,15370
15371,загреметь,15371
15372,перебегать,15372
15373,дискредитировать,15373
15374,крашеный,15374
15375,взвиться,15375
15376,интегральный,15376
15377,арестант,15377
15378,падеж,15378
15379,кораблик,15379
15380,конфиденциальный,15380
15381,обманчивый,15381
15382,насмотреться,15382
15383,юлька,15383
15384,священнослужитель,15384
15385,запой,15385
15386,бард,15386
15387,экспортировать,15387
15388,растрепать,15388
15389,бильярд,15389
15390,умолкать,15390
15391,колыхаться,15391
15392,паром,15392
15393,регуляция,15393
15394,агония,15394
15395,прибавочный,15395
15396,безжизненный,15396
15397,лизинг,15397
15398,проходной,15398
15399,фойе,15399
15400,юрта,15400
15401,сорочка,15401
15402,китель,15402
15403,лингвистика,15403
15404,опер,15404
15405,интервьюер,15405
15406,меридиан,15406
15407,абрамов,15407
15408,высочество,15408
15409,безмятежный,15409
15410,замолкнуть,15410
15411,психически,15411
15412,неволя,15412
15413,задачка,15413
15414,провидение,15414
15415,диво,15415
15416,непригодный,15416
15417,распахивать,15417
15418,колорит,15418
15419,застройщик,15419
15420,грей,15420
15421,завсегдатай,15421
15422,модернизировать,15422
15423,консалтинговый,15423
15424,гонконг,15424
15425,отпрянуть,15425
15426,инстинктивный,15426
15427,застывший,15427
15428,выжидать,15428
15429,сокрушительный,15429
15430,огласить,15430
15431,кладовая,15431
15432,пологий,15432
15433,золушка,15433
15434,расспрос,15434
15435,паломничество,15435
15436,астронавт,15436
15437,обь,15437
15438,выказывать,15438
15439,рулон,15439
15440,снисходительный,15440
15441,вычислять,15441
15442,срез,15442
15443,объясниться,15443
